px	py	v	yaw_angle	yaw_rate	px_measured	py_measured	px_true	py_true	vx_true	vy_true	NIS
10.9971	-3.45934	-2.69115	-2.19966	0.255513	10.9584	-3.30584	10.95	-3.3	1.99953	2.99928	0.0343232
11.0798	-3.29303	-2.79707	-2.16288	0.276454	11.0447	-3.1561	11.05	-3.15	1.9995	2.99925	0.0012196
11.1209	-3.14589	-2.67206	-2.09732	0.339739	11.1178	-2.98807	11.1	-3	0.907725	2.72317	0.0632747
11.1917	-2.97273	-2.75395	-2.05925	0.35653	11.1427	-2.86566	11.15	-2.85	0.907708	2.72314	0.000804547
11.2412	-2.82439	-2.7252	-2.01593	0.385163	11.1491	-2.68183	11.2	-2.7	0.908929	2.72678	0.012182
11.301	-2.64722	-2.80223	-1.97827	0.399405	11.2525	-2.55311	11.25	-2.55	0.908929	2.72678	0.000658069
11.2417	-2.4687	-2.57264	-1.82455	0.571418	11.1188	-2.36202	11.2	-2.4	-0.909276	2.72782	0.429373
11.258	-2.31094	-2.59917	-1.7791	0.583034	11.1594	-2.25598	11.15	-2.25	-0.909276	2.72782	0.000526267
11.3469	-2.21231	-2.58363	-1.83473	0.463024	11.2029	-2.09837	11.25	-2.1	1.81915	2.72871	0.203695
11.3811	-2.03723	-2.66365	-1.79943	0.471237	11.3525	-1.95787	11.35	-1.95	1.81913	2.72869	0.000475283
11.3885	-1.88336	-2.65365	-1.74643	0.505962	11.3011	-1.79507	11.35	-1.8	0	2.73035	0.0163615
11.4007	-1.71873	-2.69187	-1.70875	0.514168	11.3326	-1.67041	11.35	-1.65	0	2.73033	0.000319355
11.3455	-1.55968	-2.68977	-1.60379	0.617118	11.0622	-1.44342	11.3	-1.5	-0.999165	2.99748	0.144752
11.3351	-1.40512	-2.72883	-1.56329	0.625038	11.2595	-1.35818	11.25	-1.35	-0.999155	2.99745	0.000349951
11.2888	-1.23453	-2.79009	-1.48072	0.689494	11.1658	-1.23674	11.2	-1.25	-0.909822	1.81964	0.0567953
11.2517	-1.1094	-2.72104	-1.43391	0.697144	11.1524	-1.15803	11.15	-1.15	-0.909822	1.81964	0.000589662
11.1369	-0.918075	-2.97214	-1.29833	0.833164	10.8534	-0.929069	11.05	-0.95	-1.99817	3.99632	0.283865
11.0729	-0.761582	-3.00429	-1.24523	0.842368	10.9584	-0.728742	10.95	-0.75	-1.99816	3.99632	0.000561992
11.0215	-0.620279	-2.94015	-1.20669	0.828996	10.8608	-0.663121	10.9	-0.649999	-0.908549	1.8171	0.00682666
10.9452	-0.497265	-2.88203	-1.15017	0.83909	10.8648	-0.553034	10.85	-0.549999	-0.908532	1.81708	0.000473429
10.844	-0.337595	-3.02788	-1.07473	0.881043	10.8451	-0.437482	10.75	-0.45	-1.8174	1.81738	0.0396641
10.7445	-0.242034	-2.92739	-1.00857	0.898087	10.6542	-0.347474	10.65	-0.35	-1.8174	1.81738	0.00109273
10.572	-0.0643241	-3.3435	-0.899334	0.98475	10.5062	-0.245062	10.5	-0.25	-2.72796	1.81864	0.23096
10.4373	0.00581382	-3.20948	-0.818262	1.01121	10.3438	-0.150982	10.35	-0.15	-2.72796	1.81864	0.00201186
10.3487	0.0960113	-3.00613	-0.775132	0.9918	10.4884	-0.0812124	10.25	-0.0999996	-1.81964	0.909826	0.0316132
10.2178	0.130928	-2.87073	-0.68958	1.02264	10.1537	-0.0482457	10.15	-0.0499992	-1.81963	0.909818	0.00226803
10.0668	0.223833	-2.98332	-0.617325	1.04314	9.92588	0.00395802	10	9.49949e-07	-2.73049	0.910169	0.0203906
9.92135	0.234204	-2.86294	-0.522859	1.07963	9.85676	0.0351738	9.85	0.0500011	-2.73047	0.910161	0.0026179
9.7659	0.295805	-2.92008	-0.450348	1.0944	9.63973	0.0585714	9.7	0.0500011	-2.72439	0	0.00807629
9.61046	0.272329	-2.81265	-0.344242	1.13904	9.54669	0.0374948	9.55	0.0500011	-2.72438	0	0.0033963
9.45195	0.306573	-2.84411	-0.271103	1.14974	9.32242	0.112393	9.4	0.100001	-2.72773	0.90923	0.00391225
9.29239	0.29413	-2.80599	-0.178805	1.17751	9.24446	0.153574	9.25	0.15	-2.7277	0.909222	0.00118425
9.14055	0.304944	-2.77554	-0.107023	1.18376	9.0614	0.20077	9.1	0.2	-2.72652	0.908843	0.00121619
8.98189	0.3024	-2.77694	-0.0321283	1.19269	8.94752	0.260272	8.95	0.25	-2.72653	0.908843	0.000140103
8.88568	0.274443	-2.39664	0.0493362	1.20624	8.90199	0.247143	8.85	0.25	-1.81847	0	0.131968
8.75558	0.263701	-2.3951	0.115516	1.20615	8.76016	0.263752	8.75	0.25	-1.81846	0	8.25231e-07
8.54659	0.27004	-2.90428	0.156811	1.18149	8.46355	0.258809	8.55	0.25	-3.6326	0	0.246271
8.38386	0.242865	-2.91453	0.220454	1.1798	8.35367	0.252596	8.35	0.25	-3.6326	0	4.01539e-05
8.22939	0.203772	-2.87074	0.287138	1.1815	8.05161	0.241868	8.2	0.25	-2.72841	0	0.00541846
8.07646	0.177048	-2.86958	0.336905	1.1671	8.05411	0.247878	8.05	0.25	-2.72842	0	0.000278202
7.92855	0.127608	-2.84221	0.397808	1.1642	7.78653	0.205765	7.9	0.2	-2.72708	-0.909025	0.00268635
7.78059	0.0823682	-2.84073	0.448319	1.15135	7.74339	0.144028	7.75	0.15	-2.72705	-0.909016	0.000247424
7.63471	0.0255295	-2.91458	0.495483	1.13473	7.77346	0.0969346	7.6	0.100001	-2.73169	-0.910554	0.0105519
7.49116	-0.0300732	-2.90228	0.541187	1.1192	7.45362	0.0452052	7.45	0.0500011	-2.73169	-0.910554	0.000347977
7.3225	-0.0771644	-3.13616	0.55431	1.07219	7.15329	0.0425189	7.3	0.0500011	-2.99789	0	0.08015
7.19108	-0.115087	-3.0849	0.57838	1.04489	7.16618	0.0287673	7.15	0.0500011	-2.9979	0	0.00112353
7.09638	-0.200378	-2.82925	0.653129	1.06907	7.17215	-0.0469302	7.05	-0.0499995	-1.81811	-1.81813	0.0640792
6.97573	-0.260144	-2.78031	0.689619	1.04849	6.95426	-0.147757	6.95	-0.15	-1.8181	-1.81811	0.000697331
6.86865	-0.347126	-2.71664	0.744772	1.04806	6.83008	-0.250179	6.85	-0.25	-1.81646	-1.81646	0.00232267
6.76508	-0.424155	-2.67193	0.788244	1.035	6.76395	-0.345347	6.75	-0.35	-1.81645	-1.81645	0.000343322
6.67461	-0.520376	-2.62268	0.844497	1.03589	6.74798	-0.457727	6.65	-0.45	-1.81901	-1.819	0.00152892
6.57808	-0.615171	-2.60239	0.892069	1.02724	6.54569	-0.565853	6.55	-0.549999	-1.81899	-1.81898	0.000159396
6.53309	-0.750704	-2.4368	0.996088	1.08688	6.565	-0.754748	6.5	-0.749999	-0.909789	-3.63914	0.0739213
6.45913	-0.885105	-2.4801	1.06335	1.09373	6.4494	-0.940848	6.45	-0.949999	-0.909781	-3.63911	0.000182131
6.40673	-1.01826	-2.50149	1.13493	1.11276	6.44213	-1.11266	6.4	-1.1	-1.0002	-3.00061	0.00317028
6.35097	-1.16547	-2.5769	1.2011	1.12209	6.34405	-1.26138	6.35	-1.25	-1.0002	-3.00061	0.000504501
6.30605	-1.2912	-2.59524	1.25448	1.11668	6.39474	-1.36501	6.3	-1.35	-1.00035	-2.00072	0.00178025
6.2663	-1.41933	-2.6072	1.31017	1.11648	6.25356	-1.42931	6.25	-1.45	-1.00036	-2.00072	1.29362e-05
6.25981	-1.59955	-2.71086	1.41816	1.18505	6.24787	-1.61119	6.25	-1.6	0	-2.99288	0.0628558
6.24133	-1.73909	-2.72434	1.47772	1.18503	6.23547	-1.75335	6.25	-1.75	0	-2.99285	1.28201e-05
6.26443	-1.94678	-2.91656	1.59478	1.25478	6.41111	-1.93027	6.3	-1.9	0.909739	-2.72921	0.0819797
6.2877	-2.0915	-2.87159	1.66987	1.26119	6.34873	-2.05372	6.35	-2.05	0.909735	-2.72921	0.000243751
6.30479	-2.20318	-2.68204	1.72284	1.23443	6.53066	-2.26346	6.35	-2.2	0	-2.72782	0.0351038
6.33838	-2.34473	-2.67273	1.79454	1.23811	6.36917	-2.33894	6.35	-2.35	0	-2.72779	4.09103e-05
6.35641	-2.46339	-2.53409	1.84561	1.21395	6.27034	-2.51837	6.35	-2.55	0	-3.63689	0.0239032
6.38518	-2.62918	-2.60913	1.90074	1.20086	6.34287	-2.73391	6.35	-2.75	0	-3.63689	0.000654125
6.44007	-2.79785	-2.74337	1.96692	1.20353	6.45883	-2.92313	6.4	-2.9	0.908854	-2.72658	0.0100349
6.48803	-2.96544	-2.80419	2.01833	1.18785	6.43866	-3.06257	6.45	-3.05	0.908859	-2.72658	0.000600441
6.54344	-3.09873	-2.72597	2.07291	1.1737	6.49154	-3.20004	6.5	-3.2	0.908863	-2.72658	0.00870149
6.60131	-3.2556	-2.7719	2.11917	1.15527	6.53579	-3.34211	6.55	-3.35	0.908855	-2.72655	0.000591014
6.66868	-3.37686	-2.65335	2.17343	1.14202	6.70146	-3.53446	6.6	-3.5	0.908714	-2.72613	0.0174958
6.7309	-3.52976	-2.70061	2.21078	1.11696	6.64657	-3.63945	6.65	-3.65	0.908702	-2.72611	0.000964849
6.80409	-3.65388	-2.64125	2.25828	1.10171	6.70956	-3.81739	6.7	-3.8	0.909565	-2.72871	0.00592295
6.86544	-3.81203	-2.69252	2.28143	1.06568	6.74885	-3.96368	6.75	-3.95	0.909561	-2.72869	0.00185295
6.93194	-3.91955	-2.54179	2.32276	1.04684	6.73758	-4.06653	6.8	-4.1	0.908566	-2.72568	0.0269447
6.99062	-4.07621	-2.58897	2.33506	1.00392	6.85796	-4.25464	6.85	-4.25	0.908561	-2.72569	0.00251859
7.10642	-4.22561	-2.82251	2.3755	0.991806	7.10395	-4.49091	6.95	-4.4	1.81821	-2.72732	0.0450173
7.18007	-4.38642	-2.85595	2.38368	0.94842	7.04679	-4.55716	7.05	-4.55	1.81822	-2.72732	0.00243476
7.26074	-4.49302	-2.70854	2.41767	0.930298	7.02393	-4.64459	7.1	-4.7	0.91085	-2.73253	0.0245915
7.3179	-4.65753	-2.73152	2.40866	0.874764	7.13435	-4.85502	7.15	-4.85	0.910837	-2.73251	0.00385067
7.38442	-4.74644	-2.53552	2.43569	0.857648	7.24619	-4.97656	7.2	-4.95	1.00033	-2.00068	0.0399539
7.43054	-4.88333	-2.54232	2.42643	0.809996	7.25317	-5.04605	7.25	-5.05	1.00033	-2.00066	0.00299116
7.54587	-5.01405	-2.88851	2.44927	0.796049	7.22054	-5.09604	7.35	-5.2	1.9976	-2.9964	0.118834
7.60705	-5.16605	-2.89631	2.43438	0.745831	7.43604	-5.34825	7.45	-5.35	1.9976	-2.9964	0.00325288
7.66648	-5.24381	-2.49424	2.45981	0.729539	7.40989	-5.38617	7.5	-5.45	0.908252	-1.8165	0.158043
7.72255	-5.39047	-2.49807	2.44495	0.679162	7.55662	-5.56714	7.55	-5.55	0.908244	-1.81648	0.00314447
7.82634	-5.50589	-2.67424	2.46537	0.664684	7.39379	-5.52612	7.65	-5.7	1.81785	-2.72677	0.0422777
7.89728	-5.65887	-2.68444	2.44928	0.616511	7.76459	-5.8425	7.75	-5.85	1.81785	-2.72677	0.00279682
7.95873	-5.73619	-2.33427	2.46837	0.601826	7.84699	-6.00602	7.8	-5.95	0.909078	-1.81815	0.119599
8.01085	-5.87496	-2.33447	2.44818	0.553454	7.85921	-6.04502	7.85	-6.05	0.909073	-1.81815	0.00282672
8.1269	-5.99378	-2.58896	2.46485	0.54161	7.89511	-6.1416	7.95	-6.2	1.8197	-2.72955	0.062716
8.19093	-6.15197	-2.60082	2.43587	0.488384	8.05619	-6.36041	8.05	-6.35	1.81969	-2.72953	0.00337181
8.31497	-6.27799	-2.78922	2.4502	0.477438	8.2234	-6.53735	8.15	-6.5	1.8187	-2.72807	0.033457
8.38523	-6.44569	-2.80126	2.41708	0.42352	8.25446	-6.64851	8.25	-6.65	1.81869	-2.72804	0.00329222
8.44913	-6.53009	-2.46075	2.42537	0.408754	8.32206	-6.77114	8.3	-6.75	0.908979	-1.81795	0.112235
8.49328	-6.68059	-2.4532	2.38911	0.355667	8.31728	-6.8399	8.35	-6.85	0.908979	-1.81795	0.00320339
8.57714	-6.78459	-2.46471	2.39524	0.343634	8.2713	-6.91098	8.4	-7	0.909094	-2.72732	0.00269451
8.61598	-6.95114	-2.47085	2.34721	0.283544	8.44183	-7.15372	8.45	-7.15	0.909102	-2.72732	0.00407853
8.73263	-7.0841	-2.733	2.35504	0.277868	8.54154	-7.25975	8.55	-7.3	1.81751	-2.72628	0.0649215
8.78829	-7.2641	-2.75587	2.30863	0.222547	8.65899	-7.4699	8.65	-7.45	1.81752	-2.72628	0.00343139
8.85101	-7.36545	-2.47506	2.30414	0.205496	8.83598	-7.68162	8.7	-7.55	0.908615	-1.81723	0.0829292
8.89703	-7.5161	-2.48212	2.26911	0.164045	8.76769	-7.64094	8.75	-7.65	0.908607	-1.81721	0.00189548
9.00535	-7.65247	-2.74807	2.27533	0.163368	8.77916	-7.72457	8.85	-7.8	1.8215	-2.73224	0.0689876
9.06265	-7.81828	-2.76648	2.23976	0.123621	8.95669	-7.95155	8.95	-7.95	1.82148	-2.73221	0.00173486
9.15245	-7.94759	-2.84287	2.23856	0.117556	9.1081	-8.22433	9	-8.1	0.999025	-2.99707	0.00695738
9.1915	-8.11201	-2.8589	2.19563	0.0738284	9.05476	-8.24211	9.05	-8.25	0.999015	-2.99704	0.00212122
9.22898	-8.20893	-2.44773	2.17887	0.0508171	9.13825	-8.4037	9.1	-8.35	0.908285	-1.81657	0.168709
9.26332	-8.35938	-2.45912	2.14239	0.0157372	9.14025	-8.44981	9.15	-8.45	0.908268	-1.81655	0.00138438
9.34036	-8.48829	-2.55288	2.14032	0.014039	9.22081	-8.59155	9.2	-8.6	0.91012	-2.73036	0.00792288
9.37199	-8.65176	-2.57494	2.09878	-0.0235556	9.25031	-8.76071	9.25	-8.75	0.910112	-2.73033	0.00160005
9.44154	-8.78557	-2.62598	2.09289	-0.027043	9.30208	-8.90831	9.3	-8.9	0.909524	-2.72856	0.00214849
9.46914	-8.95211	-2.64732	2.0509	-0.0630185	9.34431	-9.04587	9.35	-9.05	0.909524	-2.72856	0.00146264
9.53735	-9.08808	-2.77478	2.04765	-0.0612578	9.39993	-9.18842	9.4	-9.2	0.999066	-2.99725	0.0150074
9.55809	-9.25768	-2.80971	2.00335	-0.0979773	9.4452	-9.37195	9.45	-9.35	0.999075	-2.99724	0.00156459
9.61473	-9.39945	-2.79595	1.99279	-0.102866	9.48751	-9.46421	9.5	-9.5	0.909706	-2.7291	0.000487944
9.6425	-9.57295	-2.82309	1.95592	-0.130764	9.55098	-9.64789	9.55	-9.65	0.909706	-2.7291	0.000873573
9.69451	-9.71103	-2.87069	1.94816	-0.130952	9.57122	-9.75525	9.6	-9.8	1.00048	-3.00143	0.00231596
9.71347	-9.87473	-2.8982	1.91275	-0.156833	9.62408	-9.94149	9.65	-9.95	1.00046	-3.00141	0.00077271
9.74197	-9.99528	-2.76234	1.89474	-0.168722	9.61433	-9.96417	9.7	-10.05	0.998785	-1.99755	0.0199257
9.77491	-10.1344	-2.76995	1.87798	-0.176196	9.7457	-10.1502	9.75	-10.15	0.998775	-1.99754	6.66443e-05
9.79307	-10.2506	-2.50658	1.85235	-0.196134	9.77731	-10.3295	9.75	-10.3	0	-2.72851	0.0705067
9.81154	-10.4029	-2.53097	1.82491	-0.211093	9.76557	-10.4501	9.75	-10.45	0	-2.72849	0.000277155
9.86127	-10.5649	-2.69998	1.82042	-0.20147	9.89592	-10.7137	9.8	-10.6	0.909012	-2.72704	0.0277054
9.88347	-10.7223	-2.71753	1.79783	-0.21181	9.85066	-10.7537	9.85	-10.75	0.909012	-2.72703	0.000132812
9.89873	-10.8417	-2.59391	1.77684	-0.224359	9.84397	-10.9287	9.85	-10.9	0	-3.00318	0.0163613
9.90384	-10.9918	-2.62718	1.74765	-0.240572	9.85693	-11.0512	9.85	-11.05	0	-3.00316	0.000361312
9.92234	-11.122	-2.65668	1.73484	-0.240205	9.74773	-11.0482	9.85	-11.2	0	-3.00013	0.00385256
9.91422	-11.2827	-2.70122	1.69865	-0.262059	9.84407	-11.3565	9.85	-11.35	0	-3.00012	0.000649512
9.93199	-11.4275	-2.7768	1.68763	-0.257955	9.79495	-11.4686	9.85	-11.5	0	-2.99592	0.00561499
9.9174	-11.5907	-2.81678	1.65147	-0.279024	9.83943	-11.6467	9.85	-11.65	0	-2.99592	0.000575379
9.87684	-11.6804	-2.32593	1.59146	-0.335908	9.76634	-11.6976	9.8	-11.75	-0.908731	-1.81746	0.257781
9.84512	-11.8268	-2.35797	1.54939	-0.357119	9.74774	-11.8511	9.75	-11.85	-0.908731	-1.81746	0.000583595
9.83285	-11.9519	-2.28964	1.52088	-0.367931	9.7856	-12.1262	9.7	-12	-0.909591	-2.72875	0.00729457
9.77879	-12.1054	-2.34358	1.46746	-0.397598	9.64482	-12.1455	9.65	-12.15	-0.909582	-2.72873	0.00115952
9.75524	-12.2317	-2.3242	1.43862	-0.404755	9.57233	-12.2948	9.6	-12.3	-0.908879	-2.72667	0.00119603
9.68646	-12.3943	-2.40126	1.38038	-0.436823	9.55167	-12.4583	9.55	-12.45	-0.908879	-2.72665	0.00141233
9.61914	-12.472	-2.07087	1.3071	-0.496714	9.37132	-12.4833	9.45	-12.55	-1.82006	-1.82006	0.136929
9.52885	-12.6138	-2.15331	1.23974	-0.532022	9.359	-12.6499	9.35	-12.65	-1.82005	-1.82005	0.00178341
9.44449	-12.6538	-1.76413	1.14436	-0.61536	9.16109	-12.6848	9.2	-12.75	-3.00047	-2.00033	0.220525
9.31201	-12.784	-1.91371	1.05156	-0.669354	9.028	-12.8337	9.05	-12.85	-3.00048	-2.00033	0.00473925
9.21757	-12.8364	-1.70067	0.954065	-0.740828	8.85918	-12.7953	8.95	-12.9	-1.81543	-0.907707	0.111285
9.08186	-12.9498	-1.84216	0.864297	-0.782774	8.84257	-12.9684	8.85	-12.95	-1.81542	-0.907708	0.0032396
8.98855	-13.0141	-1.8001	0.787176	-0.821362	8.66865	-13.0114	8.7	-13.05	-2.73134	-1.82089	0.0216195
8.82186	-13.1271	-1.9957	0.690902	-0.86434	8.55319	-13.1445	8.55	-13.15	-2.73135	-1.82089	0.00427478
8.63627	-13.1502	-1.95604	0.491387	-1.04772	8.27267	-12.996	8.4	-13.15	-2.99683	0	0.38273
8.47876	-13.2088	-2.0897	0.403431	-1.07682	8.25965	-13.1488	8.25	-13.15	-2.9968	0	0.00253276
8.35686	-13.2433	-2.10674	0.331467	-1.08874	8.04571	-13.0646	8.1	-13.2	-2.72707	-0.909028	0.0107307
8.17171	-13.2948	-2.27	0.245374	-1.10837	7.95841	-13.2508	7.95	-13.25	-2.72705	-0.90902	0.00254585
8.00166	-13.3209	-2.42034	0.146509	-1.15415	7.86599	-13.4154	7.8	-13.25	-2.7295	0	0.0318181
7.80864	-13.3369	-2.54688	0.0639065	-1.16773	7.62489	-13.249	7.65	-13.25	-2.7295	0	0.00197465
7.66664	-13.3376	-2.59075	-0.00371069	-1.17779	7.50783	-13.2944	7.5	-13.25	-2.99994	0	0.00319637
7.49021	-13.3301	-2.68815	-0.0732404	-1.18413	7.3419	-13.2474	7.35	-13.25	-2.99994	0	0.00131132
7.29849	-13.2963	-2.87712	-0.168036	-1.22087	7.19781	-13.1973	7.2	-13.2	-2.72698	0.908995	0.0418363
7.12412	-13.2509	-2.91282	-0.245444	-1.22833	7.04935	-13.1606	7.05	-13.15	-2.72695	0.908987	0.000536876
6.98264	-13.2089	-2.82104	-0.307665	-1.21763	6.79473	-13.0433	6.85	-13.15	-3.63709	0	0.0139188
6.78429	-13.1697	-2.9325	-0.362084	-1.20428	6.65123	-13.1604	6.65	-13.15	-3.63709	0	0.00108665
6.64271	-13.1172	-2.95268	-0.419747	-1.20248	6.54114	-13.2079	6.5	-13.1	-3.0006	1.00018	0.000213821
6.46736	-13.0603	-3.03666	-0.468144	-1.19047	6.35317	-13.0396	6.35	-13.05	-3.0006	1.00019	0.000764816
6.41422	-13.0504	-2.37941	-0.497445	-1.13327	6.27012	-13.1139	6.25	-13.05	-1.81729	0	0.41016
6.25371	-13.0056	-2.46192	-0.535459	-1.11135	6.14459	-13.0471	6.15	-13.05	-1.81729	0	0.000923424
6.10314	-12.9166	-2.68039	-0.597975	-1.11847	5.99498	-12.9442	6	-12.95	-2.72861	1.81906	0.0381468
5.95005	-12.8386	-2.73542	-0.644316	-1.10466	5.86379	-12.8408	5.85	-12.85	-2.72861	1.81907	0.000461006
5.85313	-12.7703	-2.6243	-0.692731	-1.09562	5.73761	-12.8672	5.7	-12.8	-2.99988	0.999964	0.0127704
5.69665	-12.7057	-2.70216	-0.715155	-1.06693	5.55118	-12.7486	5.55	-12.75	-2.99985	0.999954	0.00144138
5.62354	-12.6495	-2.42207	-0.758488	-1.05145	5.45236	-12.7392	5.45	-12.7	-2.00001	1	0.0763191
5.48674	-12.5862	-2.48011	-0.779244	-1.02353	5.35556	-12.6423	5.35	-12.65	-1.99998	0.999994	0.00123028
5.3855	-12.4906	-2.5723	-0.827472	-1.02248	5.26451	-12.5511	5.25	-12.55	-1.99732	1.99733	0.00692566
5.25748	-12.4079	-2.61904	-0.852665	-0.999338	5.13769	-12.4355	5.15	-12.45	-1.9973	1.9973	0.000874438
5.16712	-12.3123	-2.58192	-0.900996	-0.99373	5.1317	-12.5744	5.05	-12.35	-1.8206	1.82059	0.00667385
5.04475	-12.2126	-2.61514	-0.931338	-0.972158	4.94432	-12.2438	4.95	-12.25	-1.82058	1.82058	0.000651681
4.92886	-12.0652	-2.99965	-0.97722	-0.974641	4.89215	-12.1623	4.85	-12.1	-1.9998	2.99969	0.137499
4.82219	-11.9466	-3.021	-1.00958	-0.959811	4.75047	-11.9578	4.75	-11.95	-1.9998	2.9997	0.000304625
4.76329	-11.8463	-2.76451	-1.05629	-0.955823	4.6421	-11.7788	4.7	-11.85	-1.00002	2.00003	0.0653895
4.682	-11.7319	-2.77209	-1.09254	-0.945445	4.63967	-11.7513	4.65	-11.75	-1.00001	2.00002	0.000128522
4.6008	-11.5856	-2.9777	-1.13479	-0.941779	4.58347	-11.632	4.6	-11.6	-0.998955	2.99688	0.0404045
4.54724	-11.4499	-2.97168	-1.1852	-0.944883	4.56619	-11.4576	4.55	-11.45	-0.99896	2.99689	2.02145e-05
4.48488	-11.2957	-3.07831	-1.23042	-0.942806	4.46846	-11.2092	4.5	-11.3	-1.00106	3.00319	0.0114034
4.44337	-11.1477	-3.07721	-1.28188	-0.946812	4.46017	-11.1425	4.45	-11.15	-1.00106	3.00319	1.83551e-05
4.44455	-11.0413	-2.61421	-1.35467	-0.969062	4.43672	-11.0976	4.45	-11.05	0	1.8168	0.208963
4.4205	-10.909	-2.59862	-1.40747	-0.96895	4.43803	-10.9525	4.45	-10.95	0	1.81679	8.42977e-05
4.39426	-10.7656	-2.70225	-1.45148	-0.963663	4.40556	-10.7068	4.45	-10.8	0	3.00139	0.0106023
4.39854	-10.6337	-2.6927	-1.50956	-0.973015	4.45507	-10.6618	4.45	-10.65	0	3.00138	0.000180797
4.42523	-10.5385	-2.37758	-1.58294	-1.00149	4.44716	-10.5583	4.45	-10.55	0	2.00041	0.10375
4.4341	-10.423	-2.37198	-1.63522	-1.00364	4.45187	-10.4417	4.45	-10.45	0	2.00038	2.58817e-05
4.44102	-10.2932	-2.44121	-1.68169	-0.9987	4.45602	-10.2142	4.5	-10.3	0.999584	2.99875	0.00498148
4.48184	-10.1611	-2.46424	-1.74874	-1.01413	4.55349	-10.1343	4.55	-10.15	0.999574	2.99871	0.000322954
4.49468	-10.0037	-2.65291	-1.78424	-0.98918	4.56608	-10.005	4.55	-10	0	2.72717	0.0402628
4.53779	-9.85681	-2.66614	-1.84434	-0.994287	4.55922	-9.84124	4.55	-9.85	0	2.72714	4.08549e-05
4.58964	-9.71889	-2.63555	-1.90792	-1.00429	4.62339	-9.6559	4.65	-9.7	1.8193	2.72895	0.00219144
4.66952	-9.56851	-2.68191	-1.98118	-1.02048	4.7439	-9.53522	4.75	-9.55	1.81929	2.72894	0.000403444
4.69701	-9.41111	-2.88986	-1.98929	-0.967883	4.74852	-9.27389	4.8	-9.4	1.00006	3.00019	0.0717719
4.7826	-9.26786	-2.93491	-2.05146	-0.980161	4.8446	-9.24095	4.85	-9.25	1.00005	3.00015	0.000280783
4.89843	-9.16572	-2.78699	-2.1542	-1.04434	4.98605	-9.20516	4.95	-9.15	2.00004	2.00005	0.0694028
4.99069	-9.04479	-2.81412	-2.21277	-1.04993	5.02283	-9.03066	5.05	-9.05	2.00004	2.00004	7.69687e-05
5.01921	-8.90905	-2.9402	-2.19131	-0.957167	5.12819	-8.95913	5.1	-8.9	0.999704	2.99911	0.128683
5.11998	-8.77726	-2.98385	-2.24305	-0.960385	5.14109	-8.73073	5.15	-8.75	0.999689	2.99907	0.000150125
5.24726	-8.66726	-2.94931	-2.32091	-0.990769	5.33883	-8.81618	5.25	-8.65	1.81848	1.81849	0.0151517
5.36064	-8.55515	-2.9431	-2.37601	-0.991341	5.36408	-8.56805	5.35	-8.55	1.81846	1.81846	7.41588e-06
5.39405	-8.42798	-2.94498	-2.3452	-0.887691	5.38848	-8.31037	5.45	-8.4	2.00068	3.00103	0.138377
5.51454	-8.30681	-3.00224	-2.39079	-0.888391	5.53874	-8.25196	5.55	-8.25	2.00066	3.00099	0.000218687
5.62491	-8.1984	-3.0154	-2.4312	-0.884282	5.56632	-8.04704	5.65	-8.15	1.99952	1.99953	0.00270713
5.74626	-8.09152	-3.04282	-2.47364	-0.882572	5.7459	-8.05196	5.75	-8.05	1.9995	1.9995	7.67323e-05
5.79629	-7.97914	-2.95302	-2.45037	-0.790541	5.78426	-7.91676	5.8	-7.95	0.999944	1.99989	0.116367
5.89715	-7.8908	-2.92085	-2.48591	-0.787433	5.84978	-7.88144	5.85	-7.85	0.999939	1.99988	0.00011434
5.97695	-7.78893	-2.86939	-2.48915	-0.737659	5.92249	-7.69769	5.95	-7.75	1.99772	1.99772	0.0371567
6.08433	-7.69548	-2.86699	-2.5201	-0.732616	6.04031	-7.64732	6.05	-7.65	1.99771	1.9977	0.000157518
6.17798	-7.59534	-2.79356	-2.52778	-0.686178	6.16773	-7.55437	6.15	-7.55	1.8199	1.8199	0.0332737
6.2932	-7.5019	-2.78207	-2.55883	-0.680577	6.23866	-7.45306	6.25	-7.45	1.8199	1.81991	0.000202207
6.41441	-7.4168	-2.81306	-2.59334	-0.685141	6.25322	-7.17734	6.4	-7.35	2.99605	1.99736	0.00918057
6.54786	-7.32213	-2.86892	-2.62086	-0.678637	6.55461	-7.24907	6.55	-7.25	2.99605	1.99736	0.000295162
6.67902	-7.2448	-2.84842	-2.65308	-0.67141	6.67172	-7.23041	6.65	-7.2	1.8206	0.910303	0.000957309
6.80236	-7.17543	-2.81532	-2.68669	-0.669093	6.74664	-7.15616	6.75	-7.15	1.8206	0.910298	0.000155348
6.84888	-7.10468	-2.52515	-2.66778	-0.592661	6.79888	-6.99594	6.85	-7.05	1.99848	1.99848	0.13241
6.96654	-7.02934	-2.55719	-2.68908	-0.584813	6.95342	-6.96092	6.95	-6.95	1.99846	1.99846	0.000223814
7.09165	-6.96554	-2.53927	-2.7155	-0.576112	7.17955	-6.9446	7.1	-6.85	2.72688	1.81792	0.0017567
7.24021	-6.8654	-2.62914	-2.72863	-0.558048	7.24929	-6.7261	7.25	-6.75	2.72688	1.81792	0.00105114
7.30177	-6.79656	-2.31373	-2.71098	-0.486723	7.42782	-6.72337	7.35	-6.65	1.81821	1.81821	0.141385
