px	py	v	yaw_angle	yaw_rate	px_measured	py_measured	px_true	py_true	vx_true	vy_true	NIS
9.55281	-9.05034	-3.20388	2.08149	-0.0257035	9.44703	-9.15328	9.45	-9.15	1.99964	-3.99928	0.00128346
9.58885	-9.16267	-2.88236	2.05983	-0.0497341	9.50096	-9.25642	9.5	-9.25	0.999584	-1.99917	0.105483
9.62774	-9.3111	-2.89138	2.03376	-0.071253	9.54157	-9.35195	9.55	-9.35	0.999584	-1.99917	0.00052473
9.6643	-9.4218	-2.70641	2.01773	-0.0853935	9.47534	-9.42627	9.55	-9.5	0	-3.00023	0.0361097
9.6782	-9.57879	-2.72778	1.97648	-0.119051	9.54779	-9.64959	9.55	-9.65	0	-3.0002	0.00129275
9.74233	-9.72523	-2.86339	1.97242	-0.115221	9.69942	-9.88416	9.6	-9.8	0.999005	-2.997	0.0173648
9.76013	-9.88411	-2.88101	1.93646	-0.142687	9.64606	-9.9341	9.65	-9.95	0.998995	-2.997	0.000893029
9.78139	-10.0015	-2.61933	1.91138	-0.163473	9.60087	-9.96395	9.7	-10.05	0.909855	-1.81969	0.070576
9.80838	-10.1436	-2.61759	1.88901	-0.175598	9.73801	-10.1396	9.75	-10.15	0.909847	-1.81969	0.000239796
9.85181	-10.2771	-2.63505	1.87912	-0.176641	9.92627	-10.4745	9.75	-10.3	0	-3.00065	0.00392455
9.85686	-10.4273	-2.65799	1.84325	-0.201099	9.75524	-10.4732	9.75	-10.45	0	-3.00063	0.000725885
9.89869	-10.5786	-2.76201	1.83537	-0.195643	9.71825	-10.5087	9.8	-10.6	0.90817	-2.72451	0.0138786
9.91607	-10.7373	-2.77256	1.80884	-0.209892	9.85048	-10.7526	9.85	-10.75	0.908161	-2.72448	0.000254396
9.93078	-10.8648	-2.59281	1.78352	-0.226967	9.88465	-10.9383	9.85	-10.9	0	-2.73074	0.0334933
9.92899	-11.0209	-2.61034	1.74861	-0.247214	9.83614	-11.041	9.85	-11.05	0	-2.73073	0.00051255
9.94929	-11.1532	-2.6376	1.73538	-0.247253	9.83952	-11.1692	9.85	-11.2	0	-2.99965	0.000999379
9.93744	-11.3066	-2.66908	1.69816	-0.269684	9.84568	-11.3496	9.85	-11.35	0	-2.99961	0.000621959
9.95302	-11.447	-2.70197	1.68385	-0.269736	9.87961	-11.5637	9.85	-11.5	0	-2.99843	0.00090729
9.93328	-11.6012	-2.7313	1.64565	-0.292031	9.83206	-11.6307	9.85	-11.65	0	-2.99843	0.000639612
9.89644	-11.6828	-2.26942	1.58917	-0.345545	9.85311	-11.8523	9.8	-11.75	-1.0003	-2.00061	0.234249
9.86105	-11.8166	-2.30409	1.54583	-0.368969	9.74928	-11.8442	9.75	-11.85	-1.00029	-2.00059	0.000742472
9.85336	-11.9359	-2.33221	1.52586	-0.369455	9.69694	-11.9706	9.7	-12	-1.0004	-3.00119	0.0010945
9.79774	-12.0862	-2.39754	1.47123	-0.401954	9.65354	-12.1497	9.65	-12.15	-1.00039	-3.00116	0.0014564
9.7644	-12.1832	-2.18941	1.42602	-0.433759	9.72311	-12.3964	9.6	-12.25	-0.999885	-1.99981	0.055011
9.69969	-12.3168	-2.2468	1.37078	-0.463727	9.54859	-12.3478	9.55	-12.35	-0.999884	-1.99979	0.00129615
9.63964	-12.3771	-1.90624	1.30159	-0.520408	9.39039	-12.3902	9.45	-12.45	-1.99803	-1.99805	0.143262
9.55218	-12.5037	-1.99561	1.23323	-0.557989	9.36086	-12.5501	9.35	-12.55	-1.99804	-1.99804	0.00214139
9.50555	-12.6042	-1.96571	1.19293	-0.568771	9.34456	-12.7106	9.3	-12.65	-0.909773	-1.81953	0.00222156
9.40504	-12.7346	-2.05864	1.12206	-0.60366	9.22134	-12.7613	9.25	-12.75	-0.909773	-1.81954	0.00190026
9.30852	-12.7678	-1.65587	1.00015	-0.716093	9.15326	-13.0031	9.05	-12.85	-3.99257	-1.99629	0.299404
9.15788	-12.8948	-1.85261	0.898391	-0.773428	8.84161	-12.9519	8.85	-12.95	-3.99253	-1.99627	0.00587826
9.05503	-12.9529	-1.75644	0.799923	-0.838801	8.71632	-12.9613	8.75	-13	-1.8213	-0.910651	0.0637812
8.90676	-13.0525	-1.90779	0.707923	-0.87795	8.66358	-13.0431	8.65	-13.05	-1.8213	-0.910651	0.00318419
8.7782	-13.1015	-1.89979	0.587395	-0.968289	8.54518	-13.1702	8.5	-13.1	-2.997	-0.999005	0.0930975
8.61268	-13.1816	-2.07767	0.496899	-1.003	8.35763	-13.1557	8.35	-13.15	-2.997	-0.998995	0.00352176
8.41828	-13.2237	-2.24063	0.335104	-1.12896	8.22926	-13.1698	8.2	-13.15	-2.72741	0	0.170075
8.23901	-13.2603	-2.35393	0.241926	-1.15409	8.03583	-13.1513	8.05	-13.15	-2.72742	0	0.002339
8.0598	-13.2756	-2.49585	0.132021	-1.20719	7.82914	-13.0525	7.9	-13.15	-2.72986	0	0.0440162
7.88934	-13.2766	-2.55183	0.0464575	-1.22241	7.76538	-13.1647	7.75	-13.15	-2.72986	0	0.00110873
7.82704	-13.2915	-2.29033	0.0339667	-1.16042	7.66146	-13.3079	7.6	-13.2	-2.9979	-0.999304	0.0863556
7.64519	-13.3017	-2.44009	-0.0310881	-1.1621	7.44786	-13.2517	7.45	-13.25	-2.9979	-0.999304	0.00215478
7.49412	-13.284	-2.48409	-0.105183	-1.17157	7.21108	-13.0985	7.3	-13.25	-2.72846	0	0.0107028
7.30636	-13.2729	-2.60138	-0.167897	-1.16702	7.16011	-13.2382	7.15	-13.25	-2.72844	0	0.00122946
7.12513	-13.2186	-2.8398	-0.257741	-1.20511	6.88472	-12.9588	7	-13.2	-2.99784	0.999284	0.0695391
6.95275	-13.1816	-2.91737	-0.314223	-1.19981	6.84891	-13.1493	6.85	-13.15	-2.99784	0.999284	0.000616155
6.81234	-13.1382	-2.85245	-0.371547	-1.18917	6.77424	-13.2337	6.7	-13.1	-2.72787	0.909275	0.00545845
6.6379	-13.0821	-2.91447	-0.428991	-1.18098	6.55759	-13.0679	6.55	-13.05	-2.72787	0.909284	0.000383042
6.55599	-13.0547	-2.49223	-0.468544	-1.14167	6.40137	-13.0799	6.4	-13.05	-2.72678	0	0.169923
6.38276	-13.012	-2.58788	-0.504996	-1.11785	6.26174	-13.0534	6.25	-13.05	-2.72678	0	0.00112175
6.27249	-12.9544	-2.46997	-0.559025	-1.10711	6.10143	-13.0076	6.1	-13	-2.72966	0.909888	0.0145652
6.09479	-12.9043	-2.57402	-0.586024	-1.0771	5.94198	-12.9494	5.95	-12.95	-2.72963	0.90988	0.001691
5.93335	-12.7957	-2.95434	-0.646341	-1.09324	5.79854	-12.8478	5.8	-12.85	-2.99777	1.99851	0.123808
5.77061	-12.7185	-3.02371	-0.676756	-1.07156	5.65107	-12.7365	5.65	-12.75	-2.99778	1.99852	0.000916986
5.68484	-12.6573	-2.61389	-0.720249	-1.04564	5.50547	-12.5721	5.55	-12.7	-1.81798	0.908995	0.165167
5.53585	-12.5842	-2.66291	-0.748227	-1.02011	5.43839	-12.652	5.45	-12.65	-1.81799	0.908995	0.00090937
5.40778	-12.4667	-2.81586	-0.803213	-1.02195	5.27506	-12.4782	5.3	-12.55	-2.72627	1.81753	0.01957
5.25021	-12.3826	-2.86407	-0.822356	-0.989828	5.1307	-12.4684	5.15	-12.45	-2.72625	1.8175	0.00137698
5.15607	-12.2872	-2.72244	-0.869785	-0.981046	5.04446	-12.3808	5.05	-12.35	-1.8199	1.81989	0.0201108
5.02244	-12.1917	-2.7538	-0.89587	-0.956741	4.92985	-12.2499	4.95	-12.25	-1.81991	1.8199	0.000762405
4.92823	-12.076	-2.78856	-0.941505	-0.954631	4.75061	-11.9803	4.85	-12.15	-1.99928	1.99929	0.00318007
4.82038	-11.9848	-2.79654	-0.965687	-0.934301	4.75915	-12.0666	4.75	-12.05	-1.99928	1.99928	0.000583349
4.7293	-11.8531	-2.84459	-1.0149	-0.932945	4.69113	-11.9084	4.7	-11.9	-0.908236	2.72471	0.00220015
4.64737	-11.7235	-2.84128	-1.06286	-0.930084	4.64378	-11.7442	4.65	-11.75	-0.908231	2.7247	2.01324e-05
4.60574	-11.624	-2.52568	-1.11822	-0.932109	4.59746	-11.6205	4.6	-11.65	-0.909847	1.81971	0.0929974
4.54577	-11.5114	-2.50958	-1.16329	-0.927143	4.54975	-11.5706	4.55	-11.55	-0.909843	1.81969	0.00014559
4.43091	-11.3102	-3.23182	-1.19028	-0.910214	4.47442	-11.3673	4.5	-11.35	-1.0008	4.0032	0.498078
4.39205	-11.1549	-3.22462	-1.24711	-0.920614	4.44059	-11.1496	4.45	-11.15	-1.0008	4.00321	0.000137876
4.39646	-11.0494	-2.68164	-1.32231	-0.945605	4.43713	-11.024	4.45	-11.05	0	1.81614	0.285807
4.38588	-10.9065	-2.66748	-1.38698	-0.957461	4.45136	-10.93	4.45	-10.95	0	1.81612	0.000243067
4.36482	-10.7592	-2.69153	-1.4406	-0.958089	4.44745	-10.786	4.45	-10.8	0	2.72555	0.00089616
4.37602	-10.6138	-2.67899	-1.50901	-0.972751	4.45788	-10.6457	4.45	-10.65	0	2.72554	0.000375697
4.37411	-10.4702	-2.68219	-1.56325	-0.973429	4.46329	-10.5756	4.45	-10.5	0	2.729	0.00178233
4.39253	-10.3232	-2.68018	-1.6264	-0.982349	4.44057	-10.3382	4.45	-10.35	0	2.72898	0.000125036
4.41292	-10.1811	-2.65744	-1.686	-0.988021	4.51895	-10.2367	4.5	-10.2	0.908962	2.72687	0.00153188
4.4626	-10.0324	-2.66852	-1.7591	-1.00513	4.54925	-10.0439	4.55	-10.05	0.908954	2.72685	0.000401061
4.49523	-9.88563	-2.71722	-1.81158	-1.00073	4.63224	-9.9707	4.6	-9.9	0.909756	2.72927	0.00442658
4.56049	-9.73803	-2.73443	-1.88297	-1.01559	4.63755	-9.74952	4.65	-9.75	0.909752	2.72926	0.000316811
4.5918	-9.56913	-2.88943	-1.91388	-0.98521	4.60757	-9.4335	4.7	-9.6	0.90859	2.72578	0.0330641
4.67185	-9.42374	-2.89939	-1.98203	-0.997878	4.74589	-9.4609	4.75	-9.45	0.908586	2.72576	0.000310115
4.75162	-9.28661	-2.88048	-2.04685	-1.00837	4.89179	-9.39473	4.85	-9.3	1.81967	2.72952	0.0038368
4.85996	-9.13877	-2.92774	-2.12026	-1.02436	4.94849	-9.13867	4.95	-9.15	1.81967	2.72951	0.000451214
4.94645	-9.01563	-2.92083	-2.17828	-1.03244	4.95209	-8.96272	5	-9.05	0.999884	1.99977	0.0010363
5.0317	-8.90832	-2.90083	-2.2307	-1.03327	5.04121	-8.94979	5.05	-8.95	0.999874	1.99974	7.57011e-05
5.11041	-8.7791	-2.9401	-2.25953	-0.997235	5.20806	-8.88942	5.15	-8.8	1.81805	2.72708	0.0215269
5.23159	-8.6492	-2.97608	-2.32018	-1.00216	5.26887	-8.63564	5.25	-8.65	1.81803	2.72705	0.000103336
5.33527	-8.54259	-2.98073	-2.36843	-0.999179	5.3785	-8.56768	5.35	-8.55	1.99956	1.99957	0.000359258
5.44655	-8.43818	-2.98966	-2.41845	-0.999167	5.44864	-8.42738	5.45	-8.45	1.99954	1.99954	6.52881e-06
5.5325	-8.33058	-2.95012	-2.4368	-0.95049	5.56465	-8.44845	5.5	-8.35	0.909045	1.81807	0.0323043
5.62702	-8.24108	-2.87521	-2.48022	-0.943438	5.53862	-8.24357	5.55	-8.25	0.909045	1.81808	0.000456274
5.69709	-8.12906	-2.81073	-2.47834	-0.871983	5.64921	-8.02513	5.7	-8.1	2.72608	2.72608	0.0709255
5.83504	-8.01651	-2.86801	-2.52385	-0.869304	5.85094	-7.95601	5.85	-7.95	2.72606	2.72606	0.00023377
5.92143	-7.91258	-2.79721	-2.5293	-0.811197	5.93492	-7.84119	5.95	-7.85	1.81801	1.81801	0.04856
6.05915	-7.80535	-2.84795	-2.56843	-0.805944	6.05986	-7.73559	6.05	-7.75	1.81802	1.81801	0.000256254
6.13656	-7.70679	-2.72446	-2.56382	-0.737717	6.13741	-7.63243	6.15	-7.65	1.81798	1.81798	0.071755
6.26854	-7.60862	-2.76026	-2.59771	-0.73157	6.25659	-7.54336	6.25	-7.55	1.81798	1.81798	0.000207428
6.35486	-7.51874	-2.64026	-2.59851	-0.675681	6.39143	-7.46358	6.35	-7.45	1.82027	1.82027	0.0525175
6.47972	-7.42924	-2.66152	-2.62783	-0.668755	6.452	-7.36418	6.45	-7.35	1.82025	1.82025	0.000208429
6.58985	-7.34998	-2.66065	-2.64981	-0.656193	6.47916	-7.09783	6.6	-7.25	2.99862	1.99908	0.00845422
6.73039	-7.25268	-2.74924	-2.67079	-0.644782	6.7556	-7.14598	6.75	-7.15	2.99862	1.99908	0.000711036
6.76743	-7.16034	-2.40955	-2.63238	-0.540937	6.68682	-6.93297	6.8	-7.05	0.908005	1.816	0.224005
6.89073	-7.06415	-2.46236	-2.64718	-0.527321	6.86356	-6.94732	6.85	-6.95	0.908	1.81601	0.000659381
7.01443	-6.99419	-2.47181	-2.67184	-0.521806	7.08741	-6.92602	7	-6.85	2.72856	1.81904	0.000263217
7.15537	-6.89003	-2.55985	-2.68167	-0.50422	7.15695	-6.75136	7.15	-6.75	2.72854	1.81902	0.00102814
7.21753	-6.81043	-2.29517	-2.65761	-0.431361	7.29976	-6.68807	7.25	-6.65	1.8202	1.8202	0.12247
7.35042	-6.70582	-2.38776	-2.6603	-0.411774	7.35505	-6.56058	7.35	-6.55	1.82018	1.82018	0.00114805
7.50867	-6.64869	-2.60398	-2.70916	-0.453803	7.53544	-6.5372	7.5	-6.5	2.99964	0.999884	0.0570413
7.64355	-6.56277	-2.67073	-2.71713	-0.439959	7.65664	-6.46417	7.65	-6.45	2.99964	0.999884	0.000555665
7.75014	-6.49256	-2.56197	-2.71991	-0.412264	7.67559	-6.34628	7.75	-6.4	1.81709	0.908549	0.0203029
7.8786	-6.41961	-2.57828	-2.73318	-0.403875	7.85193	-6.35845	7.85	-6.35	1.81709	0.908545	0.000189782
7.99148	-6.35684	-2.49373	-2.74021	-0.383597	8.03231	-6.28406	8	-6.25	2.72931	1.81954	0.0112254
8.13364	-6.26468	-2.56319	-2.74113	-0.364778	8.13749	-6.14586	8.15	-6.15	2.72928	1.81952	0.000781499
8.19808	-6.19756	-2.30777	-2.7196	-0.311815	8.21488	-6.01843	8.25	-6.05	1.99977	1.99976	0.0901447
8.32444	-6.10011	-2.39708	-2.70892	-0.287347	8.33626	-5.94674	8.35	-5.95	1.99977	1.99976	0.00130678
8.48126	-6.038	-2.57465	-2.73793	-0.308484	8.50318	-5.89335	8.5	-5.9	2.72796	0.909326	0.0287299
8.63001	-5.95077	-2.64083	-2.73859	-0.293029	8.65894	-5.86309	8.65	-5.85	2.72796	0.909321	0.00052815
8.70648	-5.87761	-2.35276	-2.71297	-0.237158	8.77185	-5.74314	8.75	-5.75	1.81776	1.81775	0.105831
8.84306	-5.77711	-2.4333	-2.70078	-0.213809	8.85444	-5.64273	8.85	-5.65	1.81774	1.81773	0.00105168
8.92124	-5.71269	-2.25582	-2.68408	-0.177499	9.02394	-5.6024	8.95	-5.55	1.99657	1.99656	0.045127
9.0421	-5.60991	-2.34413	-2.66419	-0.151113	9.05088	-5.45385	9.05	-5.45	1.99654	1.99655	0.00136664
9.19075	-5.54025	-2.5462	-2.68648	-0.175052	9.04088	-5.29691	9.2	-5.4	2.72728	0.909094	0.0457387
9.33186	-5.43884	-2.61499	-2.67444	-0.155158	9.34223	-5.32623	9.35	-5.35	2.72727	0.90909	0.000747707
9.40329	-5.35835	-2.33666	-2.6404	-0.0998525	9.39579	-5.21659	9.45	-5.25	1.81816	1.81815	0.100025
9.53434	-5.2516	-2.41691	-2.62213	-0.0780131	9.55303	-5.13194	9.55	-5.15	1.81813	1.81813	0.000901658
9.61997	-5.17846	-2.24994	-2.60166	-0.0447749	9.75019	-5.14652	9.65	-5.05	1.82036	1.82036	0.0395768
9.74449	-5.06453	-2.33776	-2.57768	-0.0207121	9.7586	-4.93134	9.75	-4.95	1.82036	1.82037	0.00109722
9.82564	-4.98408	-2.19007	-2.55184	0.0137508	9.9198	-4.86941	9.85	-4.85	1.81578	1.81577	0.0346788
9.94309	-4.86873	-2.27562	-2.52632	0.036155	9.95641	-4.74358	9.95	-4.75	1.81575	1.81575	0.000981159
10.0121	-4.77861	-2.12459	-2.49014	0.0775193	10.0029	-4.54771	10.05	-4.6	1.82039	2.7306	0.0421804
10.1287	-4.63601	-2.2533	-2.44973	0.109978	10.1428	-4.45119	10.15	-4.45	1.8204	2.7306	0.00212994
10.2067	-4.53603	-2.18671	-2.41676	0.14085	10.1981	-4.26556	10.25	-4.3	1.81769	2.72652	0.016361
10.3284	-4.371	-2.35273	-2.36922	0.176574	10.3644	-4.16342	10.35	-4.15	1.81768	2.7265	0.00290547
10.4521	-4.27192	-2.48008	-2.37677	0.153258	10.5985	-4.12247	10.45	-4.05	1.81792	1.81792	0.0179114
10.5627	-4.11164	-2.59525	-2.33626	0.181519	10.5415	-3.9454	10.55	-3.95	1.8179	1.8179	0.00169114
10.6611	-3.99664	-2.6024	-2.31785	0.19063	10.7092	-3.85166	10.65	-3.85	1.81903	1.81904	0.000524737
10.7666	-3.84925	-2.68133	-2.28869	0.207165	10.7616	-3.75002	10.75	-3.75	1.81902	1.81903	0.000643196
10.8095	-3.72043	-2.49342	-2.22096	0.277169	10.795	-3.60617	10.8	-3.6	0.909773	2.72931	0.0877929
10.8925	-3.56763	-2.5665	-2.18519	0.295018	10.8527	-3.46164	10.85	-3.45	0.909764	2.72928	0.000737788
